,conglomerado,cidade,data_base,indice_basileia
216,"COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP",NOVA LONDRINA,2023-03-01,19.04
217,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC",CRICIUMA,2023-03-01,18.35
218,BCO GUANABARA S.A. - PRUDENCIAL,RIO DE JANEIRO,2023-03-01,18.33
219,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS",AGUDO,2023-03-01,31.12
220,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP",SANTO ANTONIO DA PLATINA,2023-03-01,17.94
221,COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO,JI-PARANA,2023-03-01,18.02
222,COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS,CACHOEIRA DO SUL,2023-03-01,21.01
223,COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR,VARGINHA,2023-03-01,20.17
224,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP",ARAPOTI,2023-03-01,16.76
225,BCO DES. DO ES S.A. - PRUDENCIAL,VITORIA,2023-03-01,30.88
226,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO,VIDEIRA,2023-03-01,16.06
227,COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE,MAFRA,2023-03-01,14.5
228,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP",CAMBARA,2023-03-01,15.4
229,COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI,CONCORDIA,2023-03-01,20.33
230,COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA,CHAPECO,2023-03-01,13.2
231,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA - SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG",SANTIAGO,2023-03-01,30.38
232,COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL,TOLEDO,2023-03-01,14.84
233,COOPERATIVA DE CRÉDITO COCRE,PIRACICABA,2023-03-01,16.04
234,CONFIDENCE - PRUDENCIAL,SAO PAULO,2023-03-01,17.33
235,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS",ROLANTE,2023-03-01,13.74
236,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT,PRIMAVERA DO LESTE,2023-03-01,13.87
237,COOPERATIVA DE CREDITO CREDIROCHAS - SICOOB CREDIROCHAS,CACHOEIRO DE ITAPEMIRIM,2023-03-01,20.08
238,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE,PALMITOS,2023-03-01,15.48
239,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP",LARANJEIRAS DO SUL,2023-03-01,15.98
240,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO",CUIABA,2023-03-01,22.0
241,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA,CATAGUASES,2023-03-01,20.86
242,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP",JANDAIA DO SUL,2023-03-01,15.21
243,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS E EMPREGADOS DOS TRANSPORTES E CORREIOS DO SUL DO BRASIL - TRANSPOCRED,FLORIANOPOLIS,2023-03-01,15.87
244,BANCO IBM S.A. - PRUDENCIAL,RIO DE JANEIRO,2023-03-01,45.47
245,COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO,NAO-ME-TOQUE,2023-03-01,21.67
246,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI,JOAO MONLEVADE,2023-03-01,20.44
247,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.,GOIANIA,2023-03-01,24.05
248,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE,IBIRAMA,2023-03-01,18.64
249,COOPERATIVA DE CRÉDITO LITORÂNEA,JACINTO MACHADO,2023-03-01,19.87
250,CREDIARE CFI - PRUDENCIAL,FARROUPILHA,2023-03-01,15.36
251,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC,TURVO,2023-03-01,24.12
252,BNY MELLON - PRUDENCIAL,RIO DE JANEIRO,2023-03-01,59.28
253,BANCO MONEO S.A. - PRUDENCIAL,CAXIAS DO SUL,2023-03-01,26.96
254,COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU,DESCALVADO,2023-03-01,18.77
255,AF DO ESTADO DE SC S.A. - PRUDENCIAL,FLORIANOPOLIS,2023-03-01,67.14
256,PRIMACREDI COOPERATIVA DE CRÉDITO DE PRIMAVERA DO LESTE,PRIMAVERA DO LESTE,2023-03-01,15.52
257,CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB,MARINGA,2023-03-01,14.41
258,AF PARANÁ - PRUDENCIAL,CURITIBA,2023-03-01,57.76
259,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.,CAXIAS DO SUL,2023-03-01,16.97
260,HS FINANCEIRA - PRUDENCIAL,DOIS IRMAOS,2023-03-01,28.84
261,COOPERATIVA DE CRÉDITO SUL - SICOOB SUL,CURITIBA,2023-03-01,19.13
262,COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA,ITAI,2023-03-01,16.26
263,CARUANA SCFI - PRUDENCIAL,SAO PAULO,2023-03-01,17.06
264,COOPERATIVA CENTRAL DE CRÉDITO UNICRED GERAÇÃO LTDA. - UNICRED CENTRAL GERAÇÃO,PORTO ALEGRE,2023-03-01,15.68
265,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED,DIVINOPOLIS,2023-03-01,17.06
266,BANCO SEMEAR - PRUDENCIAL,BELO HORIZONTE,2023-03-01,13.31
267,BCO INBURSA S.A. - PRUDENCIAL,SAO PAULO,2023-03-01,13.07
268,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC,BRACO DO NORTE,2023-03-01,15.36
269,CAIXA GERAL - PRUDENCIAL,SAO PAULO,2023-03-01,34.8
270,COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO,PATOS DE MINAS,2023-03-01,18.2
271,KREDILIG S.A. - CFI - PRUDENCIAL,BIGUACU,2023-03-01,22.17
272,COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS,SAO GONCALO DO SAPUCAI,2023-03-01,19.47
273,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO",CAMPINAS,2023-03-01,24.03
274,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL NOROESTE,CONSTANTINA,2023-03-01,15.6
275,COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA,BURITIS,2023-03-01,22.72
276,COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE,BLUMENAU,2023-03-01,14.02
277,COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS,PARACATU,2023-03-01,23.11
278,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC",LAPA,2023-03-01,17.67
279,COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI,PATROCINIO,2023-03-01,18.5
280,BANCO KOMATSU DO BRASIL - PRUDENCIAL,SAO PAULO,2023-03-01,22.41
281,DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL,SALVADOR,2023-03-01,54.61
282,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU,AGUAS MORNAS,2023-03-01,21.24
283,SICREDI CEARÁ - COOPERATIVA DE CRÉDITO DO ESTADO DO CEARÁ,FORTALEZA,2023-03-01,23.46
284,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ",CURITIBA,2023-03-01,32.58
285,SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO,TAUBATE,2023-03-01,15.06
286,STONE SOCIEDADE DE CRÉDITO DIRETO S.A.,SAO PAULO,2023-03-01,94.93
287,COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE,RIO DO SUL,2023-03-01,16.63
288,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA,PATOS DE MINAS,2023-03-01,25.48
289,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS,PAPANDUVA,2023-03-01,14.02
290,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE",PORTO ALEGRE,2023-03-01,35.25
291,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT,SINOP,2023-03-01,16.46
292,COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE,MANHUACU,2023-03-01,24.69
293,COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS,UNAI,2023-03-01,18.92
294,BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL,CURITIBA,2023-03-01,13.63
295,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO,FRANCISCO BELTRAO,2023-03-01,19.24
296,COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE,BAGE,2023-03-01,29.48
297,COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER,GUARANESIA,2023-03-01,16.47
298,COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA CENTRAL CRESOL SICOPER,PASSO FUNDO,2023-03-01,23.27
299,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC,CLAUDIO,2023-03-01,21.73
300,COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE,PORTO VELHO,2023-03-01,22.18
301,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA",MARILIA,2023-03-01,17.43
302,BCO KDB BRASIL S.A. - PRUDENCIAL,SAO PAULO,2023-03-01,49.26
303,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS,CUIABA,2023-03-01,13.96
304,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO,RAUL SOARES,2023-03-01,13.71
305,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO,CORONEL VIVIDA,2023-03-01,15.48
306,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES,REALEZA,2023-03-01,21.39
307,COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE,NATAL,2023-03-01,22.1
308,BCO ABN AMRO S.A. - PRUDENCIAL,SAO PAULO,2023-03-01,92.03
309,COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA -  CRESOL CENTRAL BRASIL,CHAPECO,2023-03-01,20.52
310,COOPERATIVA DE CRÉDITO CREDICOCAPEC,FRANCA,2023-03-01,26.7
311,BANCO TOPÁZIO S.A. - PRUDENCIAL,PORTO ALEGRE,2023-03-01,29.95
312,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS,SAO JOSE DO CERRITO,2023-03-01,24.07
313,DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL,SAO PAULO,2023-03-01,11.35
314,COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF,LAJINHA,2023-03-01,18.39
315,COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO,ALFREDO CHAVES,2023-03-01,26.98
316,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO,UMUARAMA,2023-03-01,16.75
317,COOPERATIVA DE CRÉDITO EVOLUA,FRANCISCO BELTRAO,2023-03-01,18.49
318,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO,TOLEDO,2023-03-01,16.52
319,CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.,ARIQUEMES,2023-03-01,54.85
320,COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO SICOOB UNIMAIS RIO LTDA.,RIO DE JANEIRO,2023-03-01,15.15
321,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.,SAO ROQUE DE MINAS,2023-03-01,14.69
322,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.,SANTA MARIA,2023-03-01,15.25
323,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA,PRESIDENTE PRUDENTE,2023-03-01,13.78
324,GUIDE INVESTIMENTOS - PRUDENCIAL,SAO PAULO,2023-03-01,14.82
325,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE,ITAUNA,2023-03-01,20.8
326,COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO,PATO BRANCO,2023-03-01,14.89
327,COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR,FORMIGA,2023-03-01,14.18
328,COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP,JOINVILLE,2023-03-01,15.56
329,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.,MINEIROS,2023-03-01,49.1
330,COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ,ITAJAI,2023-03-01,21.6
331,COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO,ADAMANTINA,2023-03-01,20.72
332,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CENTRO-SUL RS/MS - CRESOL CENTRO-SUL RS/MS,ERECHIM,2023-03-01,20.18
333,BBC S.A. - PRUDENCIAL,SAO PAULO,2023-03-01,19.05
334,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA. - UNICRED PREMIUM,LAJEADO,2023-03-01,16.26
335,AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,RIO DE JANEIRO,2023-03-01,80.3
336,WARREN CCVM LTDA - PRUDENCIAL,PORTO ALEGRE,2023-03-01,15.56
337,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS,ITAPIRANGA,2023-03-01,13.96
338,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO,CUIABA,2023-03-01,15.29
339,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES,IVAIPORA,2023-03-01,17.44
340,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA,SANANDUVA,2023-03-01,14.84
341,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA,CHOPINZINHO,2023-03-01,20.6
342,COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE,MURIAE,2023-03-01,15.87
343,COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR,MONTES CLAROS,2023-03-01,21.98
344,COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES,RIO VERDE,2023-03-01,22.36
345,COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA,UBERLANDIA,2023-03-01,15.49
346,BCO TRICURY S.A. - PRUDENCIAL,SAO PAULO,2023-03-01,51.36
347,COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES,SAO TIAGO,2023-03-01,22.39
348,COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL,SAO LOURENCO D'OESTE,2023-03-01,20.38
349,COOPERATIVA DE CRÉDITO UNIQUE BR,CAMPO GRANDE,2023-03-01,27.92
350,BANCO AFINZ S.A. - BANCO MÚLTIPLO,BARUERI,2023-03-01,10.6
351,CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED,JI-PARANA,2023-03-01,31.23
352,COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA,FLORIANOPOLIS,2023-03-01,22.2
353,LEBES FINANCEIRA S.A. - CFI - PRUDENCIAL,ELDORADO,2023-03-01,18.62
354,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP,BELO HORIZONTE,2023-03-01,14.0
355,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA,CAMPINA GRANDE,2023-03-01,31.37
356,COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM,BELO HORIZONTE,2023-03-01,21.51
357,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL,PASSOS MAIA,2023-03-01,16.54
358,"SICREDI RECIFE - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE",RECIFE,2023-03-01,17.85
359,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS,FOZ DO IGUACU,2023-03-01,16.4
360,STARA FINANCEIRA S.A. - CFI - PRUDENCIAL,NAO-ME-TOQUE,2023-03-01,29.23
361,COOPERATIVA DE CREDITO COOPLIVRE,CAPIVARI,2023-03-01,16.91
362,SINGULARE CTVM - PRUDENCIAL,SAO PAULO,2023-03-01,14.46
363,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.,SANTO ANGELO,2023-03-01,17.15
364,COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO,SAO SEBASTIAO DO PARAISO,2023-03-01,23.09
365,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.,QUIRINOPOLIS,2023-03-01,33.48
366,VIC DTVM S/A - PRUDENCIAL,RIO DE JANEIRO,2023-03-01,36.54
367,FATOR - PRUDENCIAL,SAO PAULO,2023-03-01,15.91
368,COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA,SAO BENTO DO SUL,2023-03-01,15.38
369,BANCO XCMG BRASIL - PRUDENCIAL,POUSO ALEGRE,2023-03-01,30.13
370,BCO CARGILL S.A. - PRUDENCIAL,SAO PAULO,2023-03-01,175.68
371,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS,CAMPOS NOVOS,2023-03-01,14.74
372,BGC LIQUIDEZ DTVM LTDA - PRUDENCIAL,RIO DE JANEIRO,2023-03-01,28.94
373,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC,NOVA TRENTO,2023-03-01,27.95
374,COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER,CARATINGA,2023-03-01,20.24
375,SICOOB UNIMAIS METROPOLITANA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO,SANTOS,2023-03-01,20.67
376,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO,CASCAVEL,2023-03-01,12.97
377,UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO,TOLEDO,2023-03-01,17.94
378,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA RAIZ - CRESOL RAIZ,FREDERICO WESTPHALEN,2023-03-01,15.03
379,COOPERATIVA DE CREDITO CREDIMOTA   SICOOB CREDIMOTA,CANDIDO MOTA,2023-03-01,15.23
380,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA,PRESIDENTE PRUDENTE,2023-03-01,27.71
381,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP",SAO JOSE DO RIO PRETO,2023-03-01,16.2
382,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE,UNIAO DA VITORIA,2023-03-01,16.83
383,COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA,ITAUNA,2023-03-01,25.68
384,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA,CHAPECO,2023-03-01,13.92
385,WESTERN UNION - PRUDENCIAL,SAO PAULO,2023-03-01,41.07
386,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC,JOACABA,2023-03-01,14.88
387,COOPERATIVA DE CRÉDITO COOCRELIVRE,ORLANDIA,2023-03-01,46.35
388,COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG,SAO GOTARDO,2023-03-01,27.76
389,TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL,SAO PAULO,2023-03-01,23.32
390,COOPERATIVA DE CRÉDITO  DE FRONTEIRAS  LTDA. - SICOOB FRONTEIRAS,CACOAL,2023-03-01,19.18
391,COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE,GOVERNADOR VALADARES,2023-03-01,19.5
392,CORA SCD - PRUDENCIAL,SAO PAULO,2023-03-01,16.98
393,BANCO SENFF S.A.,CURITIBA,2023-03-01,14.25
394,BCO KEB DO BRASIL SA - PRUDENCIAL,SAO PAULO,2023-03-01,43.04
395,COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE,SETE LAGOAS,2023-03-01,19.77
396,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS,MURIAE,2023-03-01,17.21
397,CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL,BARUERI,2023-03-01,27.39
398,CSILATINA A.M. S.A. - PRUDENCIAL,BARUERI,2023-03-01,27.59
399,ATIVA S.A. CTCV - PRUDENCIAL,RIO DE JANEIRO,2023-03-01,14.04
400,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO,SAO JOSE DO EGITO,2023-03-01,16.88
401,COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM,BOM DESPACHO,2023-03-01,23.38
402,COOPERATIVA DE CRÉDITO RURAL COOPAVEL,CASCAVEL,2023-03-01,37.93
403,COOPERATIVA DE CRÉDITO SICOOB ALIANÇA,APUCARANA,2023-03-01,21.35
404,COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA,CARMO DO PARANAIBA,2023-03-01,35.71
405,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL,BENTO GONCALVES,2023-03-01,14.83
406,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI,OURO PRETO DO OESTE,2023-03-01,26.38
407,COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP,BIRIGUI,2023-03-01,18.45
