,instituicao,data_base,codigo_bacen,conglomerado,tcb,tc,ti,cidade,uf,ativo_total,captacoes,patrimonio_liquido,lucro_liquido,numero_agencias,numero_postos_atendimento,carteira_credito,passivel_exigivel,Conglomerado Financeiro,Rendas de Operações de Crédito (a1),Rendas de Operações de Arrendamento Mercantil (a2),Rendas de Operações com TVM (a3),Rendas de Operações com Instrumentos Financeiros Derivativos (a4),Resultado de Operações de Câmbio (a5),Rendas de Aplicações Compulsórias (a6),Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6),Despesas de Obrigações por Empréstimos e Repasses (b2),Despesas de Operações de Arrendamento Mercantil (b3),Resultado de Operações de Câmbio (b4),Resultado de Provisão para Créditos de Difícil Liquidação (b5),Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5),Resultado de Intermediação Financeira (c) = (a) + (b),Rendas de Prestação de Serviços (d1),Rendas de Tarifas Bancárias (d2),Despesas de Pessoal (d3),Despesas Administrativas (d4),Despesas Tributárias (d5),Resultado de Participações (d6),Outras Receitas Operacionais (d7),Outras Despesas Operacionais (d8),Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8),Resultado Operacional (e) = (c) + (d),Resultado Não Operacional (f),"Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f)",Imposto de Renda e Contribuição Social (h),Participação nos Lucros (i),Lucro Líquido (j) = (g) + (h) + (i),Rendas de Títulos e Valores Mobiliários (b),Rendas de Operações de Crédito (c),Resultado com Perda Esperada (f),Despesa de Juros com Captações (g1),Resultado com Derivativos (i),resultado_intermediacao,Rendas de Tarifas Bancárias (m),Outras Rendas de Prestação de Serviços (n),Despesas de Pessoal (o),Despesas Administrativas (p),Despesas Tributárias (s),Resultado de Participações (t),Outras Receitas (u),Outras Despesas (v),outras_receitas_despesas,resultado_antes_impostos,impostos_ir_csll,participacoes_lucro,Despesa_Captacao_Total,cidade_bas,indice_basileia
165068,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL,2023-09-01,1288797,nan,b3S,2,9,COTIA,SP,12952.0,0.0,12323.0,197.0,0,0,8760.0,629.0,nan,477.0,0.0,55.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,1.0,1.0,531.0,0.0,0.0,-152.0,-96.0,0.0,0.0,0.0,-86.0,-334.0,197.0,0.0,197.0,0.0,0.0,197.0,55.0,477.0,1.0,0.0,0.0,531.0,0.0,0.0,-152.0,-96.0,0.0,0.0,0.0,-86.0,-334.0,197.0,0.0,0.0,0.0,,
165069,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS,2023-09-01,49091119,nan,b3S,2,9,CAJAMAR,SP,12940.0,0.0,12719.0,511.0,0,0,7541.0,221.0,nan,472.0,0.0,181.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,11.0,11.0,664.0,0.0,0.0,-88.0,-51.0,0.0,0.0,0.0,0.0,-139.0,525.0,-7.0,518.0,0.0,-7.0,511.0,181.0,472.0,11.0,0.0,0.0,664.0,0.0,0.0,-88.0,-51.0,0.0,0.0,0.0,0.0,-139.0,518.0,0.0,-7.0,0.0,,
165070,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2023-09-01,72600026,GUIDE INVESTIMENTOS - PRUDENCIAL,n2,3,16,SAO PAULO,SP,12900.0,0.0,8809.0,719.0,2,0,0.0,4091.0,52065.0,0.0,0.0,215.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,215.0,6140.0,0.0,-2155.0,-1869.0,-535.0,0.0,137.0,-54.0,1663.0,1878.0,-122.0,1756.0,-583.0,-455.0,719.0,215.0,0.0,0.0,0.0,0.0,215.0,0.0,6140.0,-2155.0,-1869.0,-535.0,0.0,137.0,-54.0,1663.0,1756.0,-583.0,-455.0,0.0,SAO PAULO,15.72
165071,OZ CORRETORA DE CÂMBIO S.A.,2023-09-01,4062902,OZ CC - PRUDENCIAL,n2,2,21,SAO PAULO,SP,12647.0,0.0,1960.0,96.0,2,0,0.0,10687.0,nan,0.0,0.0,0.0,0.0,2256.0,0.0,2256.0,0.0,0.0,0.0,2.0,2.0,2258.0,832.0,0.0,-691.0,-2120.0,-182.0,0.0,3.0,-5.0,-2162.0,96.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,2.0,0.0,0.0,2258.0,0.0,832.0,-691.0,-2120.0,-182.0,0.0,3.0,-5.0,-2162.0,96.0,0.0,0.0,0.0,SAO PAULO,6.6
165072,ABN AMRO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2023-09-01,44527444,BCO ABN AMRO S.A. - PRUDENCIAL,n2,3,15,SAO PAULO,SP,12459.0,0.0,11848.0,-682.0,2,0,0.0,611.0,52302.0,0.0,0.0,343.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,343.0,5.0,0.0,0.0,-1468.0,-16.0,0.0,0.0,0.0,-1480.0,-1137.0,0.0,-1137.0,455.0,0.0,-682.0,343.0,0.0,0.0,0.0,0.0,343.0,0.0,5.0,0.0,-1468.0,-16.0,0.0,0.0,0.0,-1480.0,-1137.0,455.0,0.0,0.0,SAO PAULO,80.41
165073,QESH INSTITUICAO DE PAGAMENTO LTDA,2023-09-01,31818873,QESH IP - PRUDENCIAL,n4,2,41,NOVA LIMA,MG,12435.0,2702.0,1985.0,-1496.0,1,0,0.0,10451.0,nan,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,2164.0,0.0,-1108.0,-1493.0,-59.0,0.0,15.0,-863.0,-1344.0,-1328.0,0.0,-1328.0,-168.0,0.0,-1496.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,2164.0,-1108.0,-1493.0,-59.0,0.0,15.0,-863.0,-1344.0,-1328.0,-168.0,0.0,0.0,NOVA LIMA,15.52
165074,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM,2023-09-01,20622809,nan,b3S,2,9,BELO HORIZONTE,MG,12233.0,0.0,11473.0,216.0,0,0,4755.0,760.0,nan,127.0,0.0,238.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,-1.0,-1.0,363.0,0.0,0.0,-87.0,-59.0,1.0,0.0,5.0,-5.0,-147.0,216.0,0.0,216.0,0.0,0.0,216.0,238.0,127.0,-1.0,0.0,0.0,363.0,0.0,0.0,-87.0,-59.0,1.0,0.0,5.0,-5.0,-147.0,216.0,0.0,0.0,0.0,,
165075,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DA REGIÃO METROPOLITANA DE BELÉM - CREDISIS CREDBEM METROPOLITANA,2023-09-01,991739,nan,b3S,2,9,BELEM,PA,12222.0,0.0,10354.0,208.0,0,0,9454.0,1868.0,nan,632.0,0.0,51.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,-122.0,-122.0,561.0,3.0,0.0,-199.0,-189.0,0.0,32.0,0.0,-1.0,-354.0,208.0,0.0,208.0,0.0,0.0,208.0,51.0,632.0,-122.0,0.0,0.0,561.0,0.0,3.0,-199.0,-189.0,0.0,32.0,0.0,-1.0,-354.0,208.0,0.0,0.0,0.0,,
165076,BIGCASH SOCIEDADE DE CREDITO DIRETO S.A.,2023-09-01,36452762,BIGCASH SCD - PRUDENCIAL,n1,2,43,GOVERNADOR VALADARES,MG,12173.0,0.0,11617.0,1704.0,2,0,10786.0,556.0,nan,3199.0,0.0,0.0,0.0,0.0,0.0,3199.0,0.0,0.0,0.0,-16.0,-16.0,3182.0,0.0,0.0,-39.0,-543.0,-162.0,0.0,143.0,1.0,-602.0,2581.0,0.0,2581.0,-877.0,0.0,1704.0,0.0,3199.0,-16.0,0.0,0.0,3182.0,0.0,0.0,-39.0,-543.0,-162.0,0.0,143.0,1.0,-602.0,2581.0,-877.0,0.0,0.0,GOVERNADOR VALADARES,116.25
165077,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BOMBRIL,2023-09-01,57038408,nan,b3S,2,9,SAO BERNARDO DO CAMPO,SP,11731.0,0.0,10639.0,264.0,0,0,9888.0,1092.0,nan,423.0,0.0,48.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,-2.0,-2.0,469.0,0.0,0.0,-134.0,-73.0,1.0,0.0,2.0,0.0,-205.0,264.0,0.0,264.0,0.0,0.0,264.0,48.0,423.0,-2.0,0.0,0.0,469.0,0.0,0.0,-134.0,-73.0,1.0,0.0,2.0,0.0,-205.0,264.0,0.0,0.0,0.0,,
165078,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2023-09-01,40434681,AZUMI DTVM PRUDENCIAL,n2,2,16,SAO PAULO,SP,11657.0,2984.0,2834.0,203.0,2,0,0.0,8823.0,nan,0.0,0.0,127.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,127.0,3030.0,0.0,-300.0,-2401.0,-248.0,0.0,0.0,-5.0,76.0,203.0,0.0,203.0,0.0,0.0,203.0,127.0,0.0,0.0,0.0,0.0,127.0,0.0,3030.0,-300.0,-2401.0,-248.0,0.0,0.0,-5.0,76.0,203.0,0.0,0.0,0.0,SAO PAULO,-135.41
165079,DOURADA CORRETORA DE CÂMBIO LTDA.,2023-09-01,76641497,DOURADA CORRETORA - PRUDENCIAL,n2,2,21,CURITIBA,PR,11608.0,0.0,2566.0,533.0,3,0,0.0,9041.0,nan,0.0,0.0,215.0,0.0,2244.0,0.0,2458.0,0.0,0.0,0.0,0.0,0.0,2458.0,0.0,0.0,-599.0,-1015.0,-114.0,0.0,0.0,0.0,-1728.0,730.0,0.0,730.0,-197.0,0.0,533.0,215.0,0.0,0.0,0.0,0.0,2458.0,0.0,0.0,-599.0,-1015.0,-114.0,0.0,0.0,0.0,-1728.0,730.0,-197.0,0.0,0.0,CURITIBA,11.28
165080,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF,2023-09-01,2232228,nan,b3S,2,9,SAO PAULO,SP,11605.0,0.0,10649.0,433.0,0,0,10651.0,956.0,nan,847.0,0.0,37.0,0.0,0.0,0.0,884.0,0.0,0.0,0.0,-89.0,-89.0,795.0,0.0,0.0,-286.0,-237.0,-1.0,0.0,166.0,-3.0,-362.0,433.0,1.0,434.0,0.0,0.0,433.0,37.0,847.0,-89.0,0.0,0.0,795.0,0.0,0.0,-286.0,-237.0,-1.0,0.0,166.0,-3.0,-362.0,434.0,0.0,0.0,0.0,,
165081,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO FLEURY,2023-09-01,71965313,nan,b3S,2,9,SAO PAULO,SP,11500.0,0.0,11205.0,263.0,0,0,5816.0,295.0,nan,288.0,0.0,173.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,-5.0,-5.0,457.0,0.0,0.0,-113.0,-73.0,1.0,0.0,0.0,-7.0,-194.0,263.0,0.0,263.0,0.0,0.0,263.0,173.0,288.0,-5.0,0.0,0.0,457.0,0.0,0.0,-113.0,-73.0,1.0,0.0,0.0,-7.0,-194.0,263.0,0.0,0.0,0.0,,
165082,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRACAO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPFISCO,2023-09-01,2475222,nan,b3S,2,9,VITORIA,ES,11446.0,3671.0,6849.0,59.0,0,0,8203.0,4597.0,nan,373.0,0.0,54.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,28.0,-37.0,390.0,0.0,3.0,-183.0,-156.0,-1.0,0.0,11.0,-6.0,-331.0,59.0,0.0,59.0,0.0,0.0,59.0,54.0,373.0,28.0,-65.0,0.0,390.0,3.0,0.0,-183.0,-156.0,-1.0,0.0,11.0,-6.0,-331.0,59.0,0.0,0.0,-65.0,,
165083,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED,2023-09-01,4478231,nan,b3S,2,9,SAO PAULO,SP,11325.0,0.0,10240.0,243.0,0,0,6823.0,1085.0,nan,341.0,0.0,157.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,-10.0,-10.0,489.0,0.0,0.0,-140.0,-102.0,1.0,0.0,0.0,0.0,-242.0,247.0,0.0,247.0,0.0,-3.0,243.0,157.0,341.0,-10.0,0.0,0.0,489.0,0.0,0.0,-140.0,-102.0,1.0,0.0,0.0,0.0,-242.0,247.0,0.0,-3.0,0.0,,
165084,GET MONEY CORRETORA DE CÂMBIO S.A.,2023-09-01,10853017,GET MONEY CC - PRUDENCIAL,n2,2,21,SAO PAULO,SP,11273.0,0.0,8818.0,728.0,2,0,0.0,2456.0,nan,0.0,0.0,19.0,0.0,4499.0,0.0,4518.0,0.0,0.0,0.0,0.0,0.0,4518.0,128.0,0.0,-1344.0,-1878.0,-222.0,0.0,26.0,0.0,-3291.0,1227.0,0.0,1227.0,-499.0,0.0,728.0,19.0,0.0,0.0,0.0,0.0,4518.0,0.0,128.0,-1344.0,-1878.0,-222.0,0.0,26.0,0.0,-3291.0,1227.0,-499.0,0.0,0.0,SAO PAULO,36.85
165085,COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA,2023-09-01,33735192,nan,b3S,2,9,RIO DE JANEIRO,RJ,11203.0,3681.0,6778.0,120.0,0,2,8010.0,4424.0,nan,510.0,0.0,71.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,-34.0,-138.0,442.0,0.0,0.0,-205.0,-132.0,1.0,0.0,14.0,0.0,-323.0,119.0,1.0,120.0,0.0,0.0,120.0,71.0,510.0,-34.0,-105.0,0.0,442.0,0.0,0.0,-205.0,-132.0,1.0,0.0,14.0,0.0,-323.0,120.0,0.0,0.0,-105.0,,
165086,EAGLE SOCIEDADE DE CRÉDITO DIRETO S.A.,2023-09-01,45745537,EAGLE SCD - PRUDENCIAL,n1,2,43,PORTO ALEGRE,RS,11190.0,0.0,3887.0,1946.0,2,0,1951.0,7303.0,nan,5142.0,0.0,0.0,0.0,0.0,0.0,5142.0,0.0,0.0,0.0,2.0,2.0,5144.0,267.0,0.0,-206.0,-1867.0,-265.0,0.0,0.0,-63.0,-2133.0,3011.0,0.0,3011.0,-1065.0,0.0,1946.0,0.0,5142.0,2.0,0.0,0.0,5144.0,0.0,267.0,-206.0,-1867.0,-265.0,0.0,0.0,-63.0,-2133.0,3011.0,-1065.0,0.0,0.0,PORTO ALEGRE,78.45
165087,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO,2023-09-01,47196084,nan,b3S,2,9,SAO PAULO,SP,11106.0,0.0,10201.0,457.0,0,0,7103.0,905.0,nan,346.0,0.0,177.0,0.0,0.0,0.0,524.0,0.0,0.0,0.0,3.0,3.0,526.0,0.0,0.0,0.0,-70.0,0.0,0.0,0.0,0.0,-70.0,457.0,0.0,457.0,0.0,0.0,457.0,177.0,346.0,3.0,0.0,0.0,526.0,0.0,0.0,0.0,-70.0,0.0,0.0,0.0,0.0,-70.0,457.0,0.0,0.0,0.0,,
165088,AGENCIA DE FOMENTO DO ESTADO DE RORAIMA S/A,2023-09-01,3058464,AG. FOMENTO ESTADO DE RORAIMA - PRUDENCIAL,n1,1,30,BOA VISTA,RR,11092.0,0.0,9558.0,-1419.0,2,0,11286.0,1534.0,nan,194.0,0.0,78.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,-1904.0,-1904.0,-1632.0,21.0,0.0,-1472.0,-434.0,-16.0,0.0,6.0,-3.0,-1898.0,-3530.0,2111.0,-1419.0,0.0,0.0,-1419.0,78.0,194.0,-1904.0,0.0,0.0,-1632.0,0.0,21.0,-1472.0,-434.0,-16.0,0.0,6.0,-3.0,-1898.0,-1419.0,0.0,0.0,0.0,BOA VISTA,74.57
165089,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB,2023-09-01,59305565,nan,b3S,2,9,PINDAMONHANGABA,SP,11080.0,0.0,10800.0,215.0,0,0,6342.0,280.0,nan,270.0,0.0,147.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,-33.0,-33.0,384.0,0.0,0.0,-121.0,-48.0,1.0,0.0,0.0,0.0,-170.0,215.0,0.0,215.0,0.0,0.0,215.0,147.0,270.0,-33.0,0.0,0.0,384.0,0.0,0.0,-121.0,-48.0,1.0,0.0,0.0,0.0,-170.0,215.0,0.0,0.0,0.0,,
165090,BNQI SOCIEDADE DE CREDITO DIRETO S.A.,2023-09-01,43167610,BANQI IP - PRUDENCIAL,n1,2,43,SAO PAULO,SP,11076.0,0.0,11015.0,218.0,2,0,12.0,62.0,nan,0.0,0.0,338.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,-16.0,322.0,0.0,322.0,-103.0,0.0,218.0,338.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,-16.0,322.0,-103.0,0.0,0.0,SAO PAULO,51.25
165091,"COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS",2023-09-01,5491616,nan,b3S,2,9,MINEIROS,GO,10736.0,8679.0,1512.0,-252.0,0,1,8560.0,9224.0,nan,442.0,0.0,7.0,0.0,0.0,11.0,459.0,0.0,0.0,0.0,-209.0,-290.0,170.0,0.0,29.0,-274.0,-404.0,1.0,0.0,229.0,-1.0,-422.0,-252.0,0.0,-252.0,0.0,0.0,-252.0,7.0,442.0,-209.0,-81.0,0.0,170.0,29.0,0.0,-274.0,-404.0,1.0,0.0,229.0,-1.0,-422.0,-252.0,0.0,0.0,-81.0,,
165092,"ACTIVTRADES CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.",2023-09-01,43050917,ACTIVTRADES CCTVM - PRUDENCIAL,n2,3,15,FLORIANOPOLIS,SC,10684.0,3.0,9156.0,-1485.0,2,0,0.0,1528.0,nan,0.0,0.0,259.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,259.0,2832.0,0.0,-2299.0,-2159.0,-101.0,0.0,0.0,-17.0,-1743.0,-1485.0,0.0,-1485.0,0.0,0.0,-1485.0,259.0,0.0,0.0,0.0,0.0,259.0,0.0,2832.0,-2299.0,-2159.0,-101.0,0.0,0.0,-17.0,-1743.0,-1485.0,0.0,0.0,0.0,FLORIANOPOLIS,52.41
165093,NOSSA TERRA COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DE AGRONEGÓCIO E AFINS,2023-09-01,49204605,nan,b3S,2,9,CAJATI,SP,10483.0,0.0,10142.0,33.0,0,0,3559.0,341.0,nan,187.0,0.0,138.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,-71.0,-71.0,254.0,0.0,0.0,-121.0,-102.0,1.0,0.0,2.0,0.0,-222.0,33.0,0.0,33.0,0.0,0.0,33.0,138.0,187.0,-71.0,0.0,0.0,254.0,0.0,0.0,-121.0,-102.0,1.0,0.0,2.0,0.0,-222.0,33.0,0.0,0.0,0.0,,
165094,IDEA MAKER INSTITUICAO DE PAGAMENTO LTDA,2023-09-01,45860531,IDEA MAKER IP - PRUDENCIAL,n4,2,41,SAO PAULO,SP,10467.0,0.0,9605.0,-69.0,1,0,0.0,862.0,nan,0.0,0.0,316.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,-369.0,-16.0,0.0,0.0,0.0,-384.0,-69.0,0.0,-69.0,0.0,0.0,-69.0,316.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,-369.0,-16.0,0.0,0.0,0.0,-384.0,-69.0,0.0,0.0,0.0,SAO PAULO,15.34
165095,UZZIPAY INSTITUIÇÃO DE PAGAMENTO S.A.,2023-09-01,32192325,UZZIPAY IP - PRUDENCIAL,n4,2,41,PORTO VELHO,RO,10423.0,1541.0,3765.0,-1034.0,1,0,0.0,6658.0,nan,0.0,0.0,88.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,88.0,305.0,24.0,-523.0,-1187.0,-28.0,0.0,292.0,-5.0,-1122.0,-1034.0,0.0,-1034.0,0.0,0.0,-1034.0,88.0,0.0,0.0,0.0,0.0,88.0,24.0,305.0,-523.0,-1187.0,-28.0,0.0,292.0,-5.0,-1122.0,-1034.0,0.0,0.0,0.0,PORTO VELHO,37.16
165096,CREDJUST - COOPERATIVA DE CRÉDITO MÚTUO DOS INTEGRANTES DA JUSTIÇA DO TRABALHO DA 13- REGIÃO LTDA.,2023-09-01,4608925,nan,b3S,2,9,JOAO PESSOA,PB,10333.0,3052.0,6926.0,36.0,0,1,9464.0,3407.0,nan,321.0,0.0,12.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,2.0,-82.0,252.0,9.0,0.0,-140.0,-84.0,0.0,0.0,0.0,1.0,-216.0,36.0,0.0,36.0,0.0,0.0,36.0,12.0,321.0,2.0,-83.0,0.0,252.0,0.0,9.0,-140.0,-84.0,0.0,0.0,0.0,1.0,-216.0,36.0,0.0,0.0,-83.0,,
165097,DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,2023-09-01,33851064,DILLON S/A DTVM - PRUDENCIAL,n2,2,16,RIO DE JANEIRO,RJ,10319.0,18.0,8401.0,-286.0,3,0,0.0,1917.0,nan,0.0,0.0,81.0,0.0,232.0,0.0,313.0,0.0,0.0,0.0,1.0,1.0,312.0,221.0,0.0,-290.0,-498.0,-21.0,0.0,0.0,-13.0,-601.0,-289.0,0.0,-289.0,3.0,0.0,-286.0,81.0,0.0,1.0,0.0,0.0,312.0,0.0,221.0,-290.0,-498.0,-21.0,0.0,0.0,-13.0,-601.0,-289.0,3.0,0.0,0.0,RIO DE JANEIRO,35.9
165098,LEV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2023-09-01,45457891,LEV DTVM - PRUDENCIAL,n2,2,16,SAO PAULO,SP,10138.0,0.0,9182.0,-1358.0,2,0,0.0,956.0,nan,0.0,0.0,311.0,-9.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,302.0,1384.0,0.0,-377.0,-2520.0,-148.0,0.0,0.0,0.0,-1660.0,-1358.0,0.0,-1358.0,0.0,0.0,-1358.0,311.0,0.0,0.0,0.0,-9.0,302.0,0.0,1384.0,-377.0,-2520.0,-148.0,0.0,0.0,0.0,-1660.0,-1358.0,0.0,0.0,0.0,SAO PAULO,944.07
165099,SOCIALCRED S/A - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE,2023-09-01,4316357,SOCIALCRED S/A SCMEPP - PRUDENCIAL,n1,2,10,RIO DE JANEIRO,RJ,10114.0,101.0,9834.0,240.0,2,0,10359.0,280.0,nan,791.0,0.0,14.0,0.0,0.0,0.0,805.0,0.0,0.0,0.0,20.0,20.0,824.0,49.0,0.0,-239.0,-255.0,-37.0,0.0,0.0,-80.0,-562.0,263.0,0.0,263.0,-22.0,0.0,240.0,14.0,791.0,20.0,0.0,0.0,824.0,0.0,49.0,-239.0,-255.0,-37.0,0.0,0.0,-80.0,-562.0,263.0,-22.0,0.0,0.0,RIO DE JANEIRO,63.43
165100,WEALTH HIGH GOVERNANCE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2023-09-01,47631123,WEALTH HIGH GOVERNANCE DTVM - PRUDENCIAL,n2,2,16,SAO PAULO,SP,10085.0,0.0,10055.0,55.0,2,0,0.0,30.0,nan,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,36.0,0.0,0.0,1.0,-6.0,0.0,0.0,0.0,30.0,79.0,0.0,79.0,-24.0,0.0,55.0,49.0,0.0,0.0,0.0,0.0,49.0,0.0,36.0,0.0,1.0,-6.0,0.0,0.0,0.0,30.0,79.0,-24.0,0.0,0.0,SAO PAULO,24877.73
165101,FFA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,2023-09-01,24537861,FFA SCMEPP LTDA - PRUDENCIAL,n1,2,10,SAO PAULO,SP,10078.0,0.0,2846.0,2275.0,2,0,1334.0,7232.0,nan,7648.0,0.0,6.0,0.0,0.0,0.0,7654.0,0.0,0.0,0.0,-92.0,-92.0,7562.0,4456.0,0.0,-2682.0,-4896.0,-786.0,0.0,0.0,-336.0,-4244.0,3318.0,0.0,3318.0,-1043.0,0.0,2275.0,6.0,7648.0,-92.0,0.0,0.0,7562.0,0.0,4456.0,-2682.0,-4896.0,-786.0,0.0,0.0,-336.0,-4244.0,3318.0,-1043.0,0.0,0.0,SAO PAULO,17.55
165102,POMELO INSTITUICAO DE PAGAMENTO LTDA.,2023-09-01,44128548,POMELO IP - PRUDENCIAL,n4,3,41,SAO PAULO,SP,10063.0,0.0,1543.0,-3384.0,1,0,3513.0,8520.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0,0.0,-2149.0,-776.0,0.0,0.0,23.0,-1321.0,-3384.0,-3384.0,0.0,-3384.0,0.0,0.0,-3384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0,-2149.0,-776.0,0.0,0.0,23.0,-1321.0,-3384.0,-3384.0,0.0,0.0,0.0,SAO PAULO,-66.05
165103,COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA,2023-09-01,52623311,nan,b3S,2,9,IGARAPAVA,SP,9901.0,0.0,8618.0,270.0,0,0,4063.0,1283.0,nan,94.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,179.0,179.0,273.0,0.0,0.0,-45.0,-58.0,-7.0,0.0,108.0,0.0,-3.0,270.0,0.0,270.0,0.0,0.0,270.0,0.0,94.0,179.0,0.0,0.0,273.0,0.0,0.0,-45.0,-58.0,-7.0,0.0,108.0,0.0,-3.0,270.0,0.0,0.0,0.0,,
165104,BNK DIGITAL SOCIEDADE DE CRÉDITO DIRETO S.A.,2023-09-01,45331622,BNK DIGITAL SCD - PRUDENCIAL,n1,2,43,SAO JOSE DO RIO PRETO,SP,9697.0,6716.0,2902.0,-279.0,2,0,1229.0,6795.0,nan,68.0,0.0,292.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,-161.0,-161.0,200.0,123.0,0.0,-98.0,-391.0,-34.0,0.0,1.0,-79.0,-478.0,-279.0,0.0,-279.0,0.0,0.0,-279.0,292.0,68.0,-161.0,0.0,0.0,200.0,0.0,123.0,-98.0,-391.0,-34.0,0.0,1.0,-79.0,-478.0,-279.0,0.0,0.0,0.0,SAO JOSE DO RIO PRETO,67.56
